SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
524548,Sharma East India Hospitals & Medical Research Ltd,Active,X,10.0,INE465H01012,,SHARMEH,Equity,https://www.bseindia.com/stock-share-price/sharma-east-india-hospitals--medical-research-ltd/sharmeh/524548/,Sharma East India Hospitals And Res,38.48
524558,Neuland Laboratories Ltd,Active,A,10.0,INE794A01010,,NEULANDLAB,Equity,https://www.bseindia.com/stock-share-price/neuland-laboratories-ltd/neulandlab/524558/,Neuland Laboratories Limited.,27584.20
524564,Gayatri BioOrganics Ltd,Active,X,10.0,INE052E01015,,GAYATRIBI,Equity,https://www.bseindia.com/stock-share-price/gayatri-bioorganics-ltd/gayatribi/524564/,Gayatri BioOrganics Ltd,57.75
524570,Poddar Pigments Ltd,Active,B,10.0,INE371C01013,,PODDARMENT,Equity,https://www.bseindia.com/stock-share-price/poddar-pigments-ltd/poddarment/524570/,Poddar Pigments Ltd.,266.63
524572,Pharmaids Pharmaceuticals Ltd,Active,X,10.0,INE117D01018,,PHARMAID,Equity,https://www.bseindia.com/stock-share-price/pharmaids-pharmaceuticals-ltd/pharmaid/524572/,Pharmaids Pharmaceuticals Ltd.,125.20
524576,Vivid Global Industries Ltd,Active,X,5.0,INE737C01023,,VIVIDIND,Equity,https://www.bseindia.com/stock-share-price/vivid-global-industries-ltd/vividind/524576/,Vivid Global Industries Limited,16.56
524580,Priya Ltd,Active,X,10.0,INE686C01014,,PRIYALT,Equity,https://www.bseindia.com/stock-share-price/priya-ltd/priyalt/524580/,Priya Limited.,6.61
524582,Tirupati Starch & Chemicals Ltd,Active,X,10.0,INE314D01011,,TIRUSTA,Equity,https://www.bseindia.com/stock-share-price/tirupati-starch--chemicals-ltd/tirusta/524582/,Tirupati Starch & Chemicals Ltd.,147.67
524592,Jaysynth Orgochem Ltd,Active,X,1.0,INE263B01022,,JAYSYNTH,Equity,https://www.bseindia.com/stock-share-price/jaysynth-orgochem-ltd/jaysynth/524592/,JAYSYNTH ORGOCHEM LIMITED,179.42
524594,Aeonx Digital Technology Ltd,Active,X,10.0,INE994D01010,,AEONXDIGI,Equity,https://www.bseindia.com/stock-share-price/aeonx-digital-technology-ltd/aeonxdigi/524594/,Aeonx Digital Technology Limited,54.49
524598,AksharChem India Ltd,Active,T,10.0,INE542B01011,,AKSHARCHEM,Equity,https://www.bseindia.com/stock-share-price/aksharchem-india-ltd/aksharchem/524598/,AksharChem (India) Ltd.,220.27
524602,Bandaram Pharma Packtech Ltd,Active,X,10.0,INE875N01036,,BANDARAM,Equity,https://www.bseindia.com/stock-share-price/bandaram-pharma-packtech-ltd/bandaram/524602/,BANDARAM PHARMA PACKTECH LIMITED,35.06
524604,Adline Chem Lab Ltd,Active,P,10.0,INE276T01018,,ADLINE,Equity,https://www.bseindia.com/stock-share-price/adline-chem-lab-ltd/adline/524604/,ADLINE CHEM LAB LIMITED,8.41
524606,Beryl Drugs Ltd,Active,X,10.0,INE415H01017,,BERLDRG,Equity,https://www.bseindia.com/stock-share-price/beryl-drugs-ltd/berldrg/524606/,Beryl Drugs Ltd.,11.30
524614,IEL Ltd,Active,X,1.0,INE056E01024,,INDXTRA,Equity,https://www.bseindia.com/stock-share-price/iel-ltd/indxtra/524614/,IEL LIMITED,76.93
524622,iStreet Network Ltd,Active,X,4.0,INE532B01020,,ISTRNETWK,Equity,https://www.bseindia.com/stock-share-price/istreet-network-ltd/istrnetwk/524622/,iStreet Network Limited,309.11
524624,Gagan Gases Ltd,Active,XT,10.0,INE076D01016,,GAGAN,Equity,https://www.bseindia.com/stock-share-price/gagan-gases-ltd/gagan/524624/,Gagan Gases Ltd.,8.42
524628,Parker Agrochem Exports Ltd,Active,X,10.0,INE750B01010,,PARKERAC,Equity,https://www.bseindia.com/stock-share-price/parker-agrochem-exports-ltd/parkerac/524628/,Parker Agro Chem Export Ltd.,7.16
524632,Shukra Pharmaceuticals Ltd,Active,B,1.0,INE551C01044,,SHUKRAPHAR,Equity,https://www.bseindia.com/stock-share-price/shukra-pharmaceuticals-ltd/shukraphar/524632/,Shukra Pharmaceuticals Limited,1599.76
524634,Alufluoride Ltd,Active,X,10.0,INE058F01019,,ALUFLUOR,Equity,https://www.bseindia.com/stock-share-price/alufluoride-ltd/alufluor/524634/,Alufluoride  Ltd.,341.48
524636,Oxygenta Pharmaceutical Ltd,Active,X,10.0,INE102E01018,,OXYGENTAPH,Equity,https://www.bseindia.com/stock-share-price/oxygenta-pharmaceutical-ltd/oxygentaph/524636/,OXYGENTA PHARMACEUTICAL LIMITED,191.61
524640,Archit Organosys Ltd,Active,XT,10.0,INE078I01011,,ARCHITORG,Equity,https://www.bseindia.com/stock-share-price/archit-organosys-ltd/architorg/524640/,Archit Organosys Limited,125.07
524648,Indo Amines Ltd,Active,T,5.0,INE760F01028,,INDOAMIN,Equity,https://www.bseindia.com/stock-share-price/indo-amines-ltd/indoamin/524648/,Indo Amines Ltd.,971.58
524654,Natural Capsules Ltd,Active,B,10.0,INE936B01015,,NATCAPSUQ,Equity,https://www.bseindia.com/stock-share-price/natural-capsules-ltd/natcapsuq/524654/,Natural Capsules Ltd.,156.84
524661,Welcure Drugs & Pharmaceuticals Ltd,Active,X,1.0,INE331C01025,,WELCURE,Equity,https://www.bseindia.com/stock-share-price/welcure-drugs--pharmaceuticals-ltd/welcure/524661/,Welcure Drugs & Pharmaceuticals ltd,29.66
524663,Bharat Immunologicals & Biologicals Corporation Ltd,Active,B,10.0,INE994B01014,,BIBCL,Equity,https://www.bseindia.com/stock-share-price/bharat-immunologicals--biologicals-corporation-ltd/bibcl/524663/,Bharat Immunologicals & Biologicals,68.74
524667,Savita Oil Technologies Ltd,Active,B,2.0,INE035D01020,,SOTL,Equity,https://www.bseindia.com/stock-share-price/savita-oil-technologies-ltd/sotl/524667/,Savita Oil Technologies Limited,5373.77
524669,Hester Biosciences Ltd,Active,B,10.0,INE782E01017,,HESTERBIO,Equity,https://www.bseindia.com/stock-share-price/hester-biosciences-ltd/hesterbio/524669/,Hester Biosciences Ltd,2084.65
524675,Kabsons Industries Ltd,Active,X,10.0,INE645C01010,,KABSON,Equity,https://www.bseindia.com/stock-share-price/kabsons-industries-ltd/kabson/524675/,Kabsons Industries Ltd.,39.10
524687,Basant Agro Tech India Ltd,Active,X,1.0,INE473E01021,,BASANTGL,Equity,https://www.bseindia.com/stock-share-price/basant-agro-tech-india-ltd/basantgl/524687/,Basant Agro-Tech (India) Ltd.,106.67
524703,Sandu Pharmaceuticals Ltd,Active,X,10.0,INE751D01014,,SANDUPHQ,Equity,https://www.bseindia.com/stock-share-price/sandu-pharmaceuticals-ltd/sanduphq/524703/,Sandu Pharmaceuticals Ltd.,37.18
524709,NACL Industries Ltd,Active,B,1.0,INE295D01020,,NACLIND,Equity,https://www.bseindia.com/stock-share-price/nacl-industries-ltd/naclind/524709/,NACL Industries Limited,4176.56
524711,Vista Pharmaceuticals Ltd,Active,X,2.0,INE427C01021,,VISTAPH,Equity,https://www.bseindia.com/stock-share-price/vista-pharmaceuticals-ltd/vistaph/524711/,Vista Pharmaceuticals Ltd.,42.41
524715,Sun Pharmaceutical Industries Ltd,Active,A,1.0,INE044A01036,,SUNPHARMA,Equity,https://www.bseindia.com/stock-share-price/sun-pharmaceutical-industries-ltd/sunpharma/524715/,Sun Pharmaceutical Industries Ltd.,466419.73
524717,Titan Biotech Ltd,Active,XT,2.0,INE150C01029,,TITANBIO,Equity,https://www.bseindia.com/stock-share-price/titan-biotech-ltd/titanbio/524717/,Titan Bio-Tech Ltd.,1663.90
524723,Arvaya Healthcare Ltd,Active,XT,10.0,INE491D01017,,ARVAYA,Equity,https://www.bseindia.com/stock-share-price/arvaya-healthcare-ltd/arvaya/524723/,Arvaya Healthcare Limited,583.23
524727,Span Divergent Ltd,Active,X,10.0,INE004E01016,,SDL,Equity,https://www.bseindia.com/stock-share-price/span-divergent-ltd/sdl/524727/,Span Divergent Limited,22.98
524731,Jenburkt Pharmaceuticals Ltd,Active,X,10.0,INE354A01013,,JENBURPH,Equity,https://www.bseindia.com/stock-share-price/jenburkt-pharmaceuticals-ltd/jenburph/524731/,Jenburkt Pharmaceuticals Ltd.,501.20
524735,Hikal Ltd,Active,B,2.0,INE475B01022,,HIKAL,Equity,https://www.bseindia.com/stock-share-price/hikal-ltd/hikal/524735/,Hikal Ltd.,2741.59
524742,Caplin Point Laboratories Ltd,Active,A,2.0,INE475E01026,,CAPLIPOINT,Equity,https://www.bseindia.com/stock-share-price/caplin-point-laboratories-ltd/caplipoint/524742/,Caplin Point Laboratories Ltd.,19645.60
524743,Fischer Medical Ventures Ltd,Active,B,1.0,INE771F01041,,FISCHER,Equity,https://www.bseindia.com/stock-share-price/fischer-medical-ventures-ltd/fischer/524743/,FISCHER MEDICAL VENTURES LIMITED,2435.18
524748,Link Pharma Chem Ltd,Active,X,10.0,INE302F01011,,LINKPH,Equity,https://www.bseindia.com/stock-share-price/link-pharma-chem-ltd/linkph/524748/,Link Pharma Chem Ltd.,12.87
524752,Decipher Labs Ltd,Active,X,10.0,INE643N01012,,DECIPHER,Equity,https://www.bseindia.com/stock-share-price/decipher-labs-ltd/decipher/524752/,DECIPHER LABS LIMITED,6.16
524768,Emmessar Biotech & Nutrition Ltd,Active,X,10.0,INE634B01016,,EMMESSA,Equity,https://www.bseindia.com/stock-share-price/emmessar-biotech--nutrition-ltd/emmessa/524768/,Emmessar Biotech & Nutrition Ltd.,12.69
524774,NGL Fine Chem Ltd,Active,B,5.0,INE887E01022,,NGLFINE,Equity,https://www.bseindia.com/stock-share-price/ngl-fine-chem-ltd/nglfine/524774/,NGL Fine Chem Ltd.,2122.27
524790,Everest Organics Ltd,Active,X,10.0,INE334C01029,,EVERESTO,Equity,https://www.bseindia.com/stock-share-price/everest-organics-ltd/everesto/524790/,Everest Organics Ltd.,298.26
524804,Aurobindo Pharma Ltd,Active,A,1.0,INE406A01037,,AUROPHARMA,Equity,https://www.bseindia.com/stock-share-price/aurobindo-pharma-ltd/auropharma/524804/,Aurobindo Pharma Ltd.,91456.32
524808,Phyto Chem India Ltd,Active,X,10.0,INE037C01010,,PHYTO,Equity,https://www.bseindia.com/stock-share-price/phyto-chem-india-ltd/phyto/524808/,Phyto Chem (India) Ltd.,8.54
524816,Natco Pharma Ltd,Active,A,2.0,INE987B01026,,NATCOPHARM,Equity,https://www.bseindia.com/stock-share-price/natco-pharma-ltd/natcopharm/524816/,Natco Pharma Ltd.,16341.09
524818,Dynamic Industries Ltd,Active,X,10.0,INE457C01010,,DYNAMIND,Equity,https://www.bseindia.com/stock-share-price/dynamic-industries-ltd/dynamind/524818/,Dynamic Industries Ltd.,32.16
524820,Panama Petrochem Ltd,Active,B,2.0,INE305C01029,,PANAMAPET,Equity,https://www.bseindia.com/stock-share-price/panama-petrochem-ltd/panamapet/524820/,Panama Petrochem Ltd.,2998.06
524824,Bal Pharma Ltd,Active,B,10.0,INE083D01012,,BALPHARMA,Equity,https://www.bseindia.com/stock-share-price/bal-pharma-ltd/balpharma/524824/,Bal Pharma Ltd.,138.51
524828,BDH Industries Ltd,Active,X,10.0,INE278D01018,,BDH,Equity,https://www.bseindia.com/stock-share-price/bdh-industries-ltd/bdh/524828/,BDH Industries Ltd.,326.90
526001,Jauss Polymers Ltd,Active,X,10.0,INE593O01017,,JAUSPOL,Equity,https://www.bseindia.com/stock-share-price/jauss-polymers-ltd/jauspol/526001/,Jauss Polymers Ltd,10.64
526025,Globus Constructors & Developers Ltd,Active,X,10.0,INE064L01015,,GLOBUSCON,Equity,https://www.bseindia.com/stock-share-price/globus-constructors--developers-ltd/globuscon/526025/,Globus Constructors & Developers Limited,126.75
526027,Cubex Tubings Ltd,Active,B,10.0,INE144D01012,,CUBEXTUB,Equity,https://www.bseindia.com/stock-share-price/cubex-tubings-ltd/cubextub/526027/,Cubex Tubings Ltd,114.19
526043,Polymechplast Machines Ltd,Active,X,10.0,INE809B01014,,POLYCHMP,Equity,https://www.bseindia.com/stock-share-price/polymechplast-machines-ltd/polychmp/526043/,Polymechplast Machines Ltd.,27.00
526071,Stellant Securities (India) Ltd,Active,XT,10.0,INE395F01023,,STELLANT,Equity,https://www.bseindia.com/stock-share-price/stellant-securities-(india)-ltd/stellant/526071/,STELLANT SECURITIES (INDIA) LIMITED,535.72
526073,Galaxy Bearings Ltd,Active,XT,10.0,INE020S01012,,GALXBRG,Equity,https://www.bseindia.com/stock-share-price/galaxy-bearings-ltd/galxbrg/526073/,Galaxy Bearings Ltd.,297.41
526075,Rekvina Laboratories Ltd,Active,X,5.0,INE092O01028,,VINRKLB,Equity,https://www.bseindia.com/stock-share-price/rekvina-laboratories-ltd/vinrklb/526075/,Rekvina Laboratories Ltd,16.78
526081,SC Agrotech Ltd,Active,XT,10.0,INE895E01017,,SCAGRO,Equity,https://www.bseindia.com/stock-share-price/sc-agrotech-ltd/scagro/526081/,SC Agrotech Limited,267.81
526095,Ravileela Granites Ltd,Active,XT,10.0,INE427E01027,,RALEGRA,Equity,https://www.bseindia.com/stock-share-price/ravileela-granites-ltd/ralegra/526095/,Ravileela Granites Limited,68.81
526113,Uniroyal Marine Exports Ltd,Active,X,10.0,INE602H01010,,UNRYLMA,Equity,https://www.bseindia.com/stock-share-price/uniroyal-marine-exports-ltd/unrylma/526113/,Uniroyal Marine Exports Ltd.,11.02
526115,Karan Woo Sin Ltd,Active,X,10.0,INE327D01013,,KARANWO,Equity,https://www.bseindia.com/stock-share-price/karan-woo-sin-ltd/karanwo/526115/,Karan Woo-sin ltd.,6.18
526117,Shervani Industrial Syndicate Ltd,Active,X,10.0,INE011D01013,,SHERVANI,Equity,https://www.bseindia.com/stock-share-price/shervani-industrial-syndicate-ltd/shervani/526117/,Shervani Industrial syndicate Ltd,75.90
526125,BN Agrochem Ltd,Active,T,10.0,INE00HZ01011,,BNAGROCHEM,Equity,https://www.bseindia.com/stock-share-price/bn-agrochem-ltd/bnagrochem/526125/,BN AGROCHEM LIMITED,2666.76
526133,Supertex Industries Ltd,Active,X,10.0,INE881B01054,,SUPERTEX,Equity,https://www.bseindia.com/stock-share-price/supertex-industries-ltd/supertex/526133/,Supertex Industries Ltd,5.90
526137,Shetron Ltd,Active,X,10.0,INE278C01010,,SHETR,Equity,https://www.bseindia.com/stock-share-price/shetron-ltd/shetr/526137/,Shetron Ltd.,85.77
526139,Transgene Biotek Ltd,Active,X,10.0,INE773D01018,,TRABI,Equity,https://www.bseindia.com/stock-share-price/transgene-biotek-ltd/trabi/526139/,Transgene Biotek Ltd.,19.14
526143,Mpl Plastics Ltd,Active,X,10.0,INE343A01016,,MPL,Equity,https://www.bseindia.com/stock-share-price/mpl-plastics-ltd/mpl/526143/,MPL Plastics Limited,6.98
526159,Nikhil Adhesives Ltd,Active,X,1.0,INE926C01022,,NIKHILAD,Equity,https://www.bseindia.com/stock-share-price/nikhil-adhesives-ltd/nikhilad/526159/,Nikhil Adhesives Ltd.,335.15
526161,Spenta International Ltd,Active,XT,10.0,INE175C01018,,SPENTA,Equity,https://www.bseindia.com/stock-share-price/spenta-international-ltd/spenta/526161/,Spenta International Ltd.,33.78
526169,Multibase India Ltd,Active,X,10.0,INE678F01014,,MULTIBASE,Equity,https://www.bseindia.com/stock-share-price/multibase-india-ltd/multibase/526169/,Multibase India Ltd,226.97
526173,Andrew Yule & Company Ltd,Active,B,2.0,INE449C01025,,ANDREWYU,Equity,https://www.bseindia.com/stock-share-price/andrew-yule--company-ltd/andrewyu/526173/,Andrew Yule & Company Ltd,1352.44
526179,Ludlow Jute & Specialities Ltd,Active,XT,10.0,INE983C01015,,LUDLOWJUT,Equity,https://www.bseindia.com/stock-share-price/ludlow-jute--specialities-ltd/ludlowjut/526179/,Ludlow Jute & Specialities Ltd,412.61
526187,Ashram Online.Com Ltd,Active,X,10.0,INE293C01019,,ASHRAM,Equity,https://www.bseindia.com/stock-share-price/ashram-onlinecom-ltd/ashram/526187/,Ashram Online.com Ltd,5.76
526193,Royal Cushion Vinyl Products Ltd,Active,X,10.0,INE618A01011,,ROYALCU,Equity,https://www.bseindia.com/stock-share-price/royal-cushion-vinyl-products-ltd/royalcu/526193/,Royal Cushion Vinyl Products Ltd.,58.21
526211,Suraj Industries Ltd,Active,XT,10.0,INE170U01011,,SURJIND,Equity,https://www.bseindia.com/stock-share-price/suraj-industries-ltd/surjind/526211/,Suraj Industries Limited.,264.54
526217,Hitech Corporation Ltd,Active,T,10.0,INE120D01012,,HITECHCORP,Equity,https://www.bseindia.com/stock-share-price/hitech-corporation-ltd/hitechcorp/526217/,Hitech Corporation Limited,547.90
526227,Filatex India Ltd,Active,B,1.0,INE816B01035,,FILATEX,Equity,https://www.bseindia.com/stock-share-price/filatex-india-ltd/filatex/526227/,Filatex India Ltd.,3624.40
526231,Standard Surfactants Ltd,Active,X,10.0,INE307D01015,,STDSFAC,Equity,https://www.bseindia.com/stock-share-price/standard-surfactants-ltd/stdsfac/526231/,Standard Surfactants Ltd.,41.61
526237,Morgan Ventures Ltd,Active,X,10.0,INE902C01015,,MORGAN,Equity,https://www.bseindia.com/stock-share-price/morgan-ventures-ltd/morgan/526237/,Morgan Ventures Ltd.,45.81
526241,Amrapali Industries Ltd,Active,XT,5.0,INE762C01021,,AMRAPLIN,Equity,https://www.bseindia.com/stock-share-price/amrapali-industries-ltd/amraplin/526241/,Amrapali Industries Ltd,186.05
526247,Premier Explosives Ltd,Active,A,2.0,INE863B01029,,PREMEXPLN,Equity,https://www.bseindia.com/stock-share-price/premier-explosives-ltd/premexpln/526247/,Premier Explosives Ltd.,3575.12
526251,Mid East Portfolio Management Ltd,Active,XT,10.0,INE033E01015,,MIDEASTP,Equity,https://www.bseindia.com/stock-share-price/mid-east-portfolio-management-ltd/mideastp/526251/,Mid East Portfolio Management Ltd.,19.42
526263,Mold-Tek Technologies Ltd,Active,B,2.0,INE835B01035,,MOLDTECH,Equity,https://www.bseindia.com/stock-share-price/mold-tek-technologies-ltd/moldtech/526263/,Mold-Tek Technologies Ltd,570.49
526269,Crestchem Ltd,Active,XT,10.0,INE293N01016,,CRSTCHM,Equity,https://www.bseindia.com/stock-share-price/crestchem-ltd/crstchm/526269/,Crestchem Ltd.,38.33
526299,Mphasis Ltd,Active,A,10.0,INE356A01018,,MPHASIS,Equity,https://www.bseindia.com/stock-share-price/mphasis-ltd/mphasis/526299/,Mphasis Limited,46220.63
526315,Divyashakti Ltd,Active,X,10.0,INE410G01010,,DIVSHKT,Equity,https://www.bseindia.com/stock-share-price/divyashakti-ltd/divshkt/526315/,DIVYASHAKTI LIMITED,52.27
526325,Orient Press Ltd,Active,T,10.0,INE609C01024,,ORIENTLTD,Equity,https://www.bseindia.com/stock-share-price/orient-press-ltd/orientltd/526325/,Orient Press ltd.,78.50
526331,Advance Multitech Ltd,Active,XT,10.0,INE875S01019,,ADVMULT,Equity,https://www.bseindia.com/stock-share-price/advance-multitech-ltd/advmult/526331/,Advance Multitech Ltd.,1.66
526335,Shreyas Intermediates Ltd,Active,X,10.0,INE115F01017,,SHREYASI,Equity,https://www.bseindia.com/stock-share-price/shreyas-intermediates-ltd/shreyasi/526335/,Shreyas Intermediates Ltd.,41.38
526345,Panjon Ltd,Active,X,10.0,INE744D01019,,PANJON,Equity,https://www.bseindia.com/stock-share-price/panjon-ltd/panjon/526345/,Panjon Ltd.,33.37
526349,Craftroot Retail Ltd,Active,Z,10.0,INE218T01010,,CRAFTROOT,Equity,https://www.bseindia.com/stock-share-price/craftroot-retail-ltd/craftroot/526349/,CRAFTROOT RETAIL LIMITED,0.34
526355,Duro Pack Ltd,Active,X,10.0,INE138B01018,,DUROPACK,Equity,https://www.bseindia.com/stock-share-price/duro-pack-ltd/duropack/526355/,Duropack Ltd,29.94
526365,Swarnsarita Jewels India Ltd,Active,X,10.0,INE967A01012,,SWARNSAR,Equity,https://www.bseindia.com/stock-share-price/swarnsarita-jewels-india-ltd/swarnsar/526365/,SWARNSARITA JEWELS INDIA LIMITED,65.47
526367,Ganesh Housing Ltd,Active,B,10.0,INE460C01014,,GANESHHOU,Equity,https://www.bseindia.com/stock-share-price/ganesh-housing-ltd/ganeshhou/526367/,GANESH HOUSING LIMITED,6356.60
526371,NMDC Ltd,Active,A,1.0,INE584A01023,,NMDC,Equity,https://www.bseindia.com/stock-share-price/nmdc-ltd/nmdc/526371/,NMDC Ltd,75389.84
526373,Cindrella Hotels Ltd,Active,X,10.0,INE908C01012,,CINDHO,Equity,https://www.bseindia.com/stock-share-price/cindrella-hotels-ltd/cindho/526373/,Cindrella Hotels Ltd.,19.38
526381,Patel Integrated Logistics Ltd,Active,T,10.0,INE529D01014,,PATINTLOG,Equity,https://www.bseindia.com/stock-share-price/patel-integrated-logistics-ltd/patintlog/526381/,Patel Integrated Logistics Ltd,102.29
526397,Alphageo (India) Ltd,Active,B,10.0,INE137C01018,,ALPHAGEO,Equity,https://www.bseindia.com/stock-share-price/alphageo-(india)-ltd/alphageo/526397/,Alphageo (India)Ltd.,149.67
526407,Hampton Sky Realty Ltd,Active,X,1.0,INE299D01022,,HAMPTON,Equity,https://www.bseindia.com/stock-share-price/hampton-sky-realty-ltd/hampton/526407/,HAMPTON SKY REALTY LIMITED,228.42
526409,Kkalpana Industries (India) Ltd,Active,X,2.0,INE301C01028,,KKALPANAIND,Equity,https://www.bseindia.com/stock-share-price/kkalpana-industries-(india)-ltd/kkalpanaind/526409/,Kkalpana Industries (India) Ltd,65.95
526415,OK Play India Ltd,Active,XT,1.0,INE870B01024,,OKPLA,Equity,https://www.bseindia.com/stock-share-price/ok-play-india-ltd/okpla/526415/,OK Play India Ltd.,139.73
526423,Kriti Industries India Ltd,Active,T,1.0,INE479D01038,,KRITI,Equity,https://www.bseindia.com/stock-share-price/kriti-industries-india-ltd/kriti/526423/,Kriti Industries (India) Ltd.,368.71
526433,ASM Technologies Ltd,Active,B,10.0,INE867C01010,,ASMTEC,Equity,https://www.bseindia.com/stock-share-price/asm-technologies-ltd/asmtec/526433/,ASM Technologies Ltd.,7236.88
526435,Perfectpac Ltd,Active,X,2.0,INE759I01024,,PERFEPA,Equity,https://www.bseindia.com/stock-share-price/perfectpac-ltd/perfepa/526435/,Perfectpac Limited,54.27
526439,Ambitious Plastomac Company Ltd,Active,X,10.0,INE267C01013,,AMBIT,Equity,https://www.bseindia.com/stock-share-price/ambitious-plastomac-company-ltd/ambit/526439/,Ambitious Plastomac Ltd.,6.27
526441,Vision Cinemas Ltd,Active,XT,1.0,INE515B01025,,VISIONCINE,Equity,https://www.bseindia.com/stock-share-price/vision-cinemas-ltd/visioncine/526441/,Vision Cinemas Limited,7.64
526443,Artificial Electronics Intelligent Material Ltd,Active,X,10.0,INE072B01027,,AEIM,Equity,https://www.bseindia.com/stock-share-price/artificial-electronics-intelligent-material-ltd/aeim/526443/,Artificial Electronics Intelligent Material Limited,245.43
526445,Indrayani Biotech Ltd,Active,X,10.0,INE007C01021,,INDRANIB,Equity,https://www.bseindia.com/stock-share-price/indrayani-biotech-ltd/indranib/526445/,Indrayani Biotech Ltd.,64.25
526468,Euro Leder Fashion Ltd,Active,X,10.0,INE940E01011,,EUROLED,Equity,https://www.bseindia.com/stock-share-price/euro-leder-fashion-ltd/euroled/526468/,Euro Leder Fashion Ltd.,10.10
526471,Winsome Breweries Ltd,Active,X,10.0,INE391C01011,,WINSOMBR,Equity,https://www.bseindia.com/stock-share-price/winsome-breweries-ltd/winsombr/526471/,Winsome Breweries Ltd.,57.16
526473,Elegant Floriculture & Agrotech India Ltd,Active,X,10.0,INE152E01013,,ELEFLOR,Equity,https://www.bseindia.com/stock-share-price/elegant-floriculture--agrotech-india-ltd/eleflor/526473/,Elegant Floriculture & Agrotech (In,9.86
526477,South Asian Enterprises Ltd,Active,XT,10.0,INE118B01010,,SAENTER,Equity,https://www.bseindia.com/stock-share-price/south-asian-enterprises-ltd/saenter/526477/,South Asian Enteprises Ltd.,16.59
526479,Sky Industries Ltd,Active,X,10.0,INE765B01018,,SKYIND,Equity,https://www.bseindia.com/stock-share-price/sky-industries-ltd/skyind/526479/,Sky Industries Ltd,75.73
526481,Phoenix International Ltd,Active,X,10.0,INE245B01011,,PHOENXINTL,Equity,https://www.bseindia.com/stock-share-price/phoenix-international-ltd/phoenxintl/526481/,Phoenix International Ltd.,50.59
526488,Bhudevi Infra Projects Ltd,Active,XT,10.0,INE432N01010,,BHUDEVI,Equity,https://www.bseindia.com/stock-share-price/bhudevi-infra-projects-ltd/bhudevi/526488/,BHUDEVI INFRA PROJECTS LIMITED,75.10
526490,Pratik Panels Ltd,Active,X,1.0,INE206C01029,,PRATIK,Equity,https://www.bseindia.com/stock-share-price/pratik-panels-ltd/pratik/526490/,Pratik Panels Ltd.,28.82
526492,Rishiroop Ltd,Active,X,10.0,INE582D01013,,RISHIROOP,Equity,https://www.bseindia.com/stock-share-price/rishiroop-ltd/rishiroop/526492/,Rishiroop Limited,89.02
526494,Promact Plastics Ltd,Active,X,10.0,INE818D01011,,PROMACT,Equity,https://www.bseindia.com/stock-share-price/promact-plastics-ltd/promact/526494/,Promact Plastics Limited,5.86
526500,Sterling Green Woods Ltd,Active,X,10.0,INE398F01019,,STRGRENWO,Equity,https://www.bseindia.com/stock-share-price/sterling-green-woods-ltd/strgrenwo/526500/,Sterling Green  Woods  Limited,9.23
526506,Systematix Corporate Services Ltd,Active,T,1.0,INE356B01024,,SYSTMTXC,Equity,https://www.bseindia.com/stock-share-price/systematix-corporate-services-ltd/systmtxc/526506/,Systematix Corporate Services Ltd.,799.29
526508,Shahi Shipping Ltd,Active,X,10.0,INE825D01016,,SHAHISHIP,Equity,https://www.bseindia.com/stock-share-price/shahi-shipping-ltd/shahiship/526508/,Shahi Shipping Limited,17.87
526519,Alpine Housing Development Corporation Ltd,Active,XT,10.0,INE840D01015,,ALPINEHOU,Equity,https://www.bseindia.com/stock-share-price/alpine-housing-development-corporation-ltd/alpinehou/526519/,Alpine Housing Development Corporat,245.80
526525,Worldwide Aluminium Ltd,Active,X,10.0,INE550D01010,,WWALUM,Equity,https://www.bseindia.com/stock-share-price/worldwide-aluminium-ltd/wwalum/526525/,WORLDWIDE ALUMINIUM LIMITED,6.93
526530,IIRM Holdings India Ltd,Active,XT,5.0,INE670C01026,,IIRM,Equity,https://www.bseindia.com/stock-share-price/iirm-holdings-india-ltd/iirm/526530/,IIRM HOLDINGS INDIA LIMITED,942.43
526532,Square Four Projects India Ltd,Active,X,5.0,INE716K01020,,SFPIL,Equity,https://www.bseindia.com/stock-share-price/square-four-projects-india-ltd/sfpil/526532/,Square Four Projects India Limited,17.26
526544,SGL Resources Ltd,Active,XT,2.0,INE967B01028,,SGLRES,Equity,https://www.bseindia.com/stock-share-price/sgl-resources-ltd/sglres/526544/,SGL RESOURCES LIMITED,68.88
526546,Choksi Laboratories Ltd,Active,XT,10.0,INE493D01013,,CHOKSILA,Equity,https://www.bseindia.com/stock-share-price/choksi-laboratories-ltd/choksila/526546/,Choksi Laboratories Ltd.,82.33
526550,Country Club Hospitality & Holidays Ltd,Active,B,2.0,INE652F01027,,CCHHL,Equity,https://www.bseindia.com/stock-share-price/country-club-hospitality--holidays-ltd/cchhl/526550/,Country Club Hospitality & Holidays Ltd,208.74
526554,Salguti Industries Ltd,Active,X,10.0,INE159C01012,,SALGUTI,Equity,https://www.bseindia.com/stock-share-price/salguti-industries-ltd/salguti/526554/,Salguti Industries Ltd.,26.55
526570,Midwest Energy Ltd,Active,B,10.0,INE519N01014,,REMAGNET,Equity,https://www.bseindia.com/stock-share-price/midwest-energy-ltd/remagnet/526570/,MIDWEST ENERGY LIMITED,3933.17
